Intercept,Age_Coef,pAge
0.185086351925744,0.169670109727064,0
0.923677381892968,0.139154885848312,0
-1.56084156293997,0.235602379766706,0
0.506732758323608,0.162862350361472,0
0.675510600845098,0.150040769264535,0
-0.525234612527552,0.195677353219634,1.26075999693676e-293
0.0708083610461074,0.179741288131894,0
0.142185311604809,0.176886464321458,0
-0.649982618638173,0.207689258955668,0
0.79921195620243,0.145647837045067,0
0.402496779306445,0.164218933263062,0
-1.06543030017894,0.218712587715502,0
1.08148730801782,0.133093973809225,0
-0.447095766564851,0.191508047975259,0
-0.621231722351004,0.205729729406971,0
1.13091396868056,0.130244718270605,2.38804729078597e-273
1.05888448573932,0.133466231218997,3.25794956520871e-307
1.06371139680931,0.136679800537524,0
0.699773485556722,0.150151906913388,0
1.47081924204624,0.116984861291842,0
1.06914056830719,0.140461200291067,0
-0.739542956082193,0.210165627708083,0
0.417136025855032,0.166789664566167,0
1.46035984312943,0.118704311236411,0
0.331499835750589,0.163830282088275,0
0.552793755429799,0.160265534609842,0
0.051508924932484,0.174171174458163,0
0.63804855889149,0.156444209689638,0
-0.469386200304389,0.194170334643616,0
0.237250746377216,0.170717662477727,0
1.50586106893612,0.122460048594761,0
0.758625651815566,0.150353399657917,0
0.372660634273767,0.16696194152905,0
0.745121717484664,0.150132969892078,0
0.574381328229249,0.153567012719197,0
0.0692485400565139,0.174737630319472,0
-0.134393389814438,0.180752345348881,0
0.398442825876753,0.161198556208452,0
0.433186335654725,0.156908126193744,0
-0.175810761182471,0.187778293071119,0
-0.957684654714659,0.214422401611162,0
0.90592098447903,0.146493498425147,0
1.44315736031152,0.124197249694717,0
-0.497050827583725,0.192239306518071,0
0.681984401007747,0.154507538200644,0
-0.713784599101263,0.204958028788141,0
0.845012590721179,0.143345080512888,0
0.369899479397772,0.167493449124317,0
-0.660849223412307,0.201115319385085,0
0.265662848936144,0.165074437467378,0
-1.11632298794202,0.218929184347515,0
0.812208924400728,0.140969835599901,4.55253036216046e-236
-0.859237715127443,0.20754946672557,0
-0.0718284843401927,0.178573079097998,0
0.0214871550383742,0.175740295804399,0
0.959429529580554,0.136244842480174,0
0.622363126250402,0.151120646535419,0
0.546182088205012,0.155590238210272,0
0.603724059181648,0.159032645196734,0
0.755233314181832,0.146232824915801,0
1.11255783818601,0.135409823444998,0
0.178531792053926,0.174991204456095,0
-0.435799588851036,0.198604169651234,0
-0.131583724738635,0.185670121967625,0
0.675593789374195,0.150778502350255,0
-0.887731605189207,0.208790263001764,0
0.36152787830551,0.160856807183217,0
0.994827534137999,0.138019742885121,0
0.544414030810215,0.154654884894882,0
0.92249511039364,0.139755023346973,0
0.269482088548569,0.170710378954889,0
0.883726995711873,0.144702475417514,0
0.844841776758962,0.143118474385756,0
0.727550527503582,0.148541337704215,0
-0.0358281537208209,0.182067755345778,0
1.26350597980445,0.125656400659907,0
-0.34858614803858,0.197394769510798,0
0.844026436757592,0.142324359312251,0
-1.0241583850256,0.218440907075586,0
1.0149553805034,0.132963554662653,3.06516437782438e-288
-0.712364697546793,0.20333085557042,0
0.150308372949165,0.171107234678377,0
0.486895772614892,0.157263396541564,0
0.690258171558947,0.156589490583048,0
0.902977878353946,0.138251150479119,0
-0.190025768379339,0.189505150150438,0
1.08318796677358,0.130033887858973,0
0.575844419810669,0.154573717691754,0
-0.00532749068394752,0.181872945013816,0
0.0387287315245135,0.174661278077225,0
0.431290492133688,0.159233688763544,0
0.963075627370617,0.136092995181699,1.84740702486799e-297
1.27026124873909,0.123068375909116,0
1.31641337062928,0.126291535225683,0
0.780410495739553,0.142787380088313,0
0.996272415542171,0.138213431361819,0
-0.218961014406962,0.189823421858207,0
0.119219343534604,0.172381562261888,0
1.18109642707642,0.128814067261658,0
1.14128394842175,0.127777167601876,0
0.350206438452531,0.162452690860623,0
0.231168418653741,0.17342972092961,0
0.0802001247427127,0.178060574821555,0
0.67670596803782,0.147846325355344,0
0.249412582775581,0.168292216864087,0
0.27606439465519,0.163848502387336,0
0.160162906806662,0.168968788311347,0
0.440424954100446,0.157793126899866,0
-0.215884668907708,0.189789496635068,0
0.500847419309663,0.156688335455113,0
1.04888189017591,0.137441837107807,0
-0.383765993967908,0.191048187878627,0
-0.637047229936545,0.198359622468085,0
0.311038891146864,0.164333726602396,0
0.197098996946553,0.16763019349937,0
1.12686407781743,0.128973430416573,0
0.0152481337689313,0.174823122575578,0
1.00374071209414,0.136036995719474,0
0.984941203744115,0.136640604852975,0
0.363796552941316,0.160320492188686,0
1.14124721367424,0.130141089856044,0
0.269482088599086,0.170710378952403,0
-0.472825923631079,0.199592536379861,0
-0.681151236763282,0.203715704303178,0
0.00701515068030751,0.173992334303758,0
1.33018421320987,0.122048992925194,0
0.135499576946927,0.170059897436793,0
-0.039040101095869,0.177367298291158,0
0.930007750997623,0.137051092799169,0
0.859321129385832,0.143171295845155,0
1.02501858678993,0.133458916649421,0
-0.27331400609408,0.191455405337784,0
0.726364521694388,0.14849304954203,0
-0.138433128952328,0.18744337778398,0
1.05639514358814,0.141896225703332,0
-0.447095766807657,0.191508047983629,0
0.246150239697232,0.173113971450235,0
-0.190946018864686,0.183104626484886,0
0.4532241490837,0.15787576188701,0
0.672301856950989,0.149182231808322,0
0.553339404327718,0.159992101617573,0
-1.17787327677623,0.22583253805521,0
-1.33881474061694,0.228729025916876,0
-0.510226520270864,0.195289033478637,0
0.893902391146432,0.140851491531608,0
-1.41358701069712,0.227634024345011,0
-0.858279517007467,0.21455735524863,0
0.812528139682401,0.145932278444738,0
-0.417265054878106,0.189669536652113,0
0.277734695936276,0.16302687845565,0
1.29308127284545,0.124436537603205,0
0.185086351941472,0.169670109728504,0
-0.455195642827333,0.194132572663031,0
-0.425253138368355,0.198123618705284,0
0.903112542946949,0.145119013070709,0
1.19240969567074,0.134268764079006,0
0.68104951417205,0.156929739849295,0
0.317418097556209,0.162308032876165,0
0.0130179698795762,0.176423530965426,0
0.86310369953646,0.146660119737907,0
-0.511571131760811,0.20144446813174,0
0.182165627912093,0.168607650367324,0
0.933788930247313,0.143963562397276,0
0.50084741875135,0.156688335351464,0
-1.2259688931003,0.229067498960327,0
0.652012083711005,0.152123218006331,0
0.408082399138674,0.158601845223183,0
0.106857145982776,0.171116374387479,0
-0.51157113167128,0.201444468120013,0
0.198715291011712,0.174794948350717,0
0.847952328565367,0.145618035740634,0
-0.853329132543232,0.208410297586499,0
0.715721608838883,0.150358813231987,0
-0.531872079587499,0.202428352188101,0
-0.00235445245011885,0.177366772401205,0
0.367982299680444,0.16156153058485,0
1.49987879970455,0.119213098374274,0
0.130567348434264,0.173218451886287,0
0.978434266339554,0.135353522517266,0
-0.146443590881102,0.188926606464114,0
0.715721608843662,0.150358813232364,0
0.500683662903876,0.154502377617093,6.29086015926868e-268
-0.712364698800312,0.203330855608832,0
1.58659338960798,0.115215697511793,0
0.577075485804064,0.152816246442991,0
0.282290086186092,0.165561851870074,0
0.651305359882986,0.156320873107387,0
-0.106970815179321,0.185626708613012,0
0.971497592834437,0.139938000421157,0
-0.607651456908258,0.20523182357639,0
-0.161178978839773,0.187602676493287,0
0.328725076906016,0.163199778507256,0
-0.93112233044151,0.21731420726765,0
0.410291600930808,0.157428782940763,0
0.474609846366008,0.155911895204202,0
1.29365447454392,0.127384360094685,0
-1.24772011327566,0.229311204542263,0
-0.278563626050942,0.18810547891314,0
-0.148479945133761,0.183464954787836,0
-0.578638646728156,0.200012115367751,0
1.02661999796614,0.13541058277689,0
-0.0747719509968501,0.178923605816073,0
1.05903321572693,0.13390399544345,0
-0.0283975953617624,0.184348337579812,0
-0.528231786514077,0.197162972962299,0
-0.0186429600057574,0.175340204755827,0
0.525490161205019,0.158328917785382,0
0.117596759647997,0.177161379453411,0
-0.0478569946181128,0.17515795725073,0
0.31790745568721,0.167743093653183,0
-0.5061005467983,0.201893233479998,0
-0.422834339487594,0.192763355121981,0
1.45875044782968,0.117600079537634,0
-0.401846427680514,0.196753447125378,0
0.0119293295450217,0.175732639522673,0
0.331499835747522,0.163830282088945,0
0.186962416425425,0.175476712979576,0
0.0437398285489943,0.174264467950182,0
0.744091491705018,0.152015594063531,0
-0.440728531387949,0.192639623528841,0
-0.080590139449418,0.185440763313541,0
0.586498291841648,0.157263819513542,0
1.19183191291971,0.130710939230107,0
0.690942692373208,0.151631624910269,0
1.38370125375663,0.1232419950151,0
-0.720160970004307,0.204713933919728,0
0.893902390625889,0.14085149159282,0
-0.188958933402586,0.182138085659684,0
0.586498290156473,0.15726381958699,0
-1.78088249603922,0.242350656751013,0
0.500847419285273,0.156688335450594,0
0.696185733541369,0.143897656670705,0
0.463684689726895,0.16434900755449,0
-0.272318416138848,0.19187032855384,0
0.744970381011564,0.145570233417833,0
0.535785376933715,0.153363746002226,0
1.11305488960919,0.14060177567352,0
0.64148139047334,0.153696128006859,0
-0.16104666644899,0.182601429447483,0
0.979785074980783,0.14460360685524,0
0.496149426170037,0.163019896735517,0
1.11996282457566,0.135887940745306,0
-0.645598544450482,0.200491885063262,0
-0.414588785311279,0.198113991375059,0
-0.625814504219246,0.201604572866017,0
-0.272010174214256,0.186224436149718,0
0.745659371282027,0.146635729736309,0
0.0365950391286405,0.170244888779102,0
-0.291951521979245,0.192665407591184,0
0.638170059127224,0.153823821820975,0
1.15622752899327,0.127767511232222,0
0.350206438507488,0.162452690865418,0
0.473991967729454,0.159266096575394,0
0.187946533602796,0.170988870062541,0
0.789706235884031,0.144525374601015,0
0.696679585914482,0.15375966387495,0
0.582644306243164,0.158891627245001,0
0.398532208091638,0.159482453822961,0
-0.0578358345567823,0.177778930169713,0
0.102011630476985,0.171621218964048,0
0.470750551535904,0.165276094433776,0
0.222592177160433,0.171974693145285,0
-0.402770329027966,0.191633921729183,0
-0.560034370003447,0.198401552082743,0
1.13977733737617,0.129000114440025,0
0.842431122268601,0.148941572360437,0
-0.623454247429916,0.200350155095114,0
-0.493654541716696,0.195500383496609,0
0.624554827492971,0.153362566970153,0
0.251016031705084,0.170954422049556,0
0.510495426721659,0.16240237792457,0
1.62853269391128,0.11072390722556,0
-0.681581824123056,0.201989604971973,0
1.40568742610177,0.119634666772558,0
0.178035828491195,0.164216885429875,0
-0.187718239438052,0.183510682567646,0
0.136078653830481,0.170136509255533,0
0.350923698048611,0.160769650265484,0
-0.632338980808483,0.200654970844324,0
0.491636942015333,0.163289293280677,0
0.744091492275431,0.152015594027586,0
0.113661140657275,0.170044230864073,0
-0.662949626835735,0.199016035094729,0
1.12712463659082,0.130825019223636,0
0.35020643804694,0.162452690825553,0
-0.392020313651591,0.191457017834881,0
-1.43225979121365,0.238500072786565,0
0.675510600726662,0.150040769292545,0
-0.162000077569706,0.181785315738205,0
0.41512367222171,0.160940281710114,0
-1.61063112216961,0.238880802309951,0
0.102011630547673,0.171621218965005,0
0.224192716783695,0.165570724681004,0
-0.43791481067972,0.189762540899107,0
0.681984400897128,0.154507538207637,0
-0.284371802358756,0.187126469430566,0
0.467940832232513,0.163397251967079,0
0.159673411897708,0.175395940523813,0
1.12383876129194,0.133308479329014,0
0.516779852665849,0.156251413282223,0
0.885128212468027,0.142377804479101,0
0.859321129421987,0.14317129584622,0
0.833171980983616,0.144235826174625,0
0.379390975613874,0.160301909655044,0
0.377787202842594,0.16145698092465,0
0.765224211910651,0.144236856165432,0
0.777432682716165,0.145325017425945,0
1.25063629904052,0.132074636072588,0
-0.86754762657549,0.208527823524409,0
-0.281025276917519,0.187295440741171,0
0.603724059060614,0.159032645209729,0
0.398691564275781,0.166295851751241,0
0.115721263627914,0.171011943794208,0
0.336802373382546,0.164532755762832,0
-0.118806933437914,0.180942432459996,0
-0.819021714252495,0.208031906289902,0
0.688271118255105,0.149005055585935,0
-0.505564883631879,0.201318410329401,0
0.543348048083036,0.155784160436333,0
0.885256554133205,0.147095681226953,0
-0.373450658864897,0.190232049837654,0
0.542051372765654,0.159192759648712,0
-0.819545831071486,0.205756593291267,0
-1.0121510949051,0.216432874800433,0
0.920884212434843,0.143374649136765,0
0.157616922372855,0.174537159838117,0
-0.12552721410488,0.186129631501006,0
0.189791690523671,0.172320179945225,0
-0.800268925459404,0.207737181499015,0
0.854854651023957,0.149588004937889,0
-0.887453033147795,0.2153180273982,0
0.33967252824657,0.163119811103823,0
-0.523899322382348,0.201677266598647,0
-0.126044428043459,0.185863510428544,0
0.610589073940542,0.149949465350882,2.12325747706281e-299
0.710656119964302,0.154146150631564,0
0.699773485761938,0.150151906889388,0
0.466076508359906,0.158335041464904,0
-0.888098675285935,0.209452321016399,0
-0.0908678509429531,0.186493669269962,0
-0.00267399517416063,0.175586382729803,0
0.71567994031428,0.154867321692276,0
-0.491604733946496,0.195558795991477,0
-0.114969582210571,0.180417055789068,0
-0.176708178229925,0.179446078052245,0
0.582728734405252,0.153660428663429,0
-0.696290116518733,0.208680744612399,0
-0.24912876073125,0.183004959286087,0
-0.689423410032289,0.20214042454147,0
-1.4524233902078,0.232873486830044,0
0.692070823632676,0.147138239329313,0
0.334072564737073,0.166365273200428,0
0.523049454579243,0.15698523017808,0
0.410291600930745,0.157428782940762,0
-0.61067713892309,0.205264054573408,0
-1.70172293556294,0.24171822377401,0
1.43908179890165,0.11534174568201,0
-0.0317286964597825,0.182793315831557,0
-0.0874917332776971,0.184739056139531,0
0.479231034112055,0.158358802080672,0
0.710530669018824,0.150863756137639,0
0.684088823954056,0.154506717513278,0
-0.971687862664246,0.214121332166077,0
0.427714810312177,0.166424665149016,0
0.755233314084362,0.146232824925597,0
-0.213861763048876,0.189006169570165,0
0.336802373310477,0.164532755786321,0
0.154493819068575,0.170426398695702,0
-0.139439398573803,0.18285217646124,0
-1.35104042002488,0.23380775944248,0
-0.151095509408168,0.183211599903891,0
0.476731856049429,0.159188077044195,0
0.214809043083679,0.168381491072532,0
-0.0979079170506945,0.179522812707088,0
-0.178650470374388,0.183072400701654,0
1.11996282631554,0.13588794065821,0
0.336802373383206,0.164532755762631,0
0.755233314173811,0.146232824916615,0
1.12383876142404,0.133308479318977,0
-0.372736225791107,0.190834470124248,0
0.372659528347142,0.166961938158513,0
-0.0519412448253938,0.183521344191073,0
0.710656119947399,0.15414615063241,0
0.336802373383041,0.16453275576267,0
0.186962416127321,0.175476712987428,0
-1.95484566368725,0.250944969200104,0
-0.636494302660989,0.20137544886404,0
-0.021793348408869,0.18317811894878,0
-0.00136790057326103,0.17636225723153,0
-0.73903274997461,0.20545024789613,0
-0.901020779851123,0.216842542420583,0
0.964315159948162,0.140910115821916,0
-0.114969581942121,0.18041705578121,0
0.156085338467043,0.168854000868284,0
0.77356873025266,0.149549603318884,0
0.310602668551821,0.170059367041602,0
0.160736342842004,0.176509534363494,0
1.47251479572023,0.113978865274142,0
1.2475929480422,0.127105850682059,0
-0.0622649227791349,0.183318868242297,0
0.626711273933011,0.153270076738217,0
-1.04311480373113,0.215928715746128,0
0.353814396588542,0.164908465483856,0
0.928672253774454,0.143082799433249,0
-0.818991278646031,0.212302245759389,0
0.788511037254205,0.141860141104676,8.73633538643023e-281
0.777653526822969,0.14726775799064,0
0.0126099914893443,0.177765034714562,0
1.37559270301825,0.122304329648882,0
1.28845123161148,0.127083095860617,0
-0.346749435822845,0.194528699592848,0
1.22123945950022,0.134434626098579,0
1.16899569289871,0.134735472977577,0
0.336802373342629,0.164532755775793,0
0.191495966128007,0.168536732212601,0
-0.191769855298687,0.190164888575212,0
0.574386789247597,0.153566876821131,0
-0.0861462266243261,0.180581464830283,0
0.310948103888001,0.171027082333259,0
-0.961701095702193,0.212230435221143,0
-0.435799588794308,0.198604169650117,0
-0.41508430249749,0.197540155143162,0
-0.218679914153461,0.18571051603439,0
0.382340939048448,0.159546107937449,0
-0.542066728406859,0.201677365111035,0
0.284870362679571,0.16604350732132,0
-0.0861462266249046,0.180581464830272,0
1.78328533216912,0.100088909630882,0
0.106857145931273,0.171116374395367,0
0.739449452974589,0.152910997529422,0
0.688094609315416,0.150755386439534,0
-0.440728533315804,0.19263962355318,0
0.548842052167139,0.155994127129178,0
1.18774341861735,0.133251567135398,0
1.32114579431426,0.127469374295849,0
1.05834477004104,0.137695974089312,0
0.482016685306657,0.163737269947941,0
-1.67036951855828,0.240511851922145,0
1.11390471536633,0.135959862476453,0
0.807245602553241,0.150414747460723,0
0.44038045590101,0.157068391943623,0
1.10060600101778,0.13480870860065,0
1.08391415042984,0.137985650566238,0
0.578037511473672,0.15786921599482,0
-0.685638132111627,0.204199188794143,0
0.247992472552628,0.165972668522024,0
0.752225369436272,0.146442407906807,0
0.995921386963746,0.137665397584557,0
-0.588619071005704,0.203632510564237,0
0.124533440327087,0.170242299442386,0
-1.04907539846155,0.215988991245002,0
0.568875505690112,0.154753110955833,0
-0.304160062638905,0.192709671702833,0
0.289008796858383,0.165967421071365,0
0.583214754694692,0.158060395163044,0
-0.332412736112536,0.189109780660096,0
0.731085984910693,0.145267479855599,0
0.516118167753404,0.159541926444577,0
0.123739281796593,0.171680512959937,0
0.266236066436984,0.171160581558941,0
0.450909692664353,0.165067235756237,0
-0.0217933484180517,0.183178118949016,0
0.0880725849370641,0.173577598542064,0
-0.0431817162676939,0.183777868348094,0
0.415270934528386,0.158149614341392,0
0.782104235685124,0.145698724372213,0
0.00397661089673062,0.179915805328636,0
1.04137529731864,0.134887516436988,0
0.974145392803376,0.140151600552879,0
-0.0990343163459894,0.184437726117525,0
0.211921306216271,0.165975037069458,0
0.0708083608923731,0.179741288139082,0
-0.124007963786108,0.181703739241768,0
0.216073281669394,0.171843935656301,0
-0.0932695543720928,0.181271815416619,0
0.696566042970446,0.156305432781298,0
-0.245525439246533,0.186764482264976,0
-0.41212614171564,0.197728941011059,0
-0.874871648733926,0.215027767808815,0
0.668346714071452,0.150292069452871,0
-0.972255596155635,0.211257251583895,0
1.26278671359034,0.124929313140028,0
0.985194291775619,0.137010583674311,0
0.415123671658135,0.160940281743093,0
0.500847419311882,0.156688335455554,0
0.592686301767355,0.160468895596653,0
0.869778937601807,0.143435480559393,0
0.894906850221103,0.140766250740731,0
-0.912906188930882,0.217517949236021,0
0.0170192986723623,0.176846595145232,0
-0.0977216525812747,0.181367719271889,0
0.147317997139198,0.166276708227793,1.98936905830238e-265
0.771551340729679,0.150241074080337,0
0.264110259244744,0.164603488386781,0
-0.496971802060557,0.200611482559892,0
0.210785753155399,0.168123691378666,0
1.00671443145555,0.133774467348915,6.29681989211611e-288
-0.818991278646363,0.212302245759417,0
-0.738275322011264,0.210801842148775,0
